address,categories,city,country,keys,latitude,longitude,menus.amountMax,menus.amountMin,menus.currency,menus.dateSeen,menus.description,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province
35 S Main St,American Restaurant,East Granby,US,us/ct/eastgranby/35smainst/-1376997318,41.940498,-72.72767,20.5,20.5,USD,2016-03-21T00:12:51Z,"Chili chips, tomato, lettuce, jalapeno peppers, black olives and mozzarella cheese.",Taco Pizza (large),J & G Restaurant,6026,USD,25,40,CT
35 S Main St,American Restaurant,East Granby,US,us/ct/eastgranby/35smainst/-1376997318,41.940498,-72.72767,17.75,17.75,USD,2016-03-21T00:12:51Z,"Chili chips, tomato, lettuce, jalapeno peppers, black olives and mozzarella cheese.",Taco Pizza (medium),J & G Restaurant,6026,USD,25,40,CT
35 S Main St,American Restaurant,East Granby,US,us/ct/eastgranby/35smainst/-1376997318,41.940498,-72.72767,11.95,11.95,USD,2016-03-21T00:12:51Z,"Chili chips, tomato, lettuce, jalapeno peppers, black olives and mozzarella cheese.",Taco Pizza (small),J & G Restaurant,6026,USD,25,40,CT
35 S Main St,American Restaurant,East Granby,US,us/ct/eastgranby/35smainst/-1376997318,41.940498,-72.72767,14.7,8.7,USD,2016-03-21T00:12:51Z,"Ricotta and parmesan cheese, garlic and herbs.",White Pizza,J & G Restaurant,6026,USD,25,40,CT
35 S Main St,American Restaurant,East Granby,US,us/ct/eastgranby/35smainst/-1376997318,41.940498,-72.72767,15,15,USD,2016-03-21T00:12:51Z,,White Pizza (large),J & G Restaurant,6026,USD,25,40,CT
35 S Main St,American Restaurant,East Granby,US,us/ct/eastgranby/35smainst/-1376997318,41.940498,-72.72767,12.5,12.5,USD,2016-03-21T00:12:51Z,"Ricotta and parmesan cheese, garlic and herbs.",White Pizza (medium),J & G Restaurant,6026,USD,25,40,CT
35 S Main St,American Restaurant,East Granby,US,us/ct/eastgranby/35smainst/-1376997318,41.940498,-72.72767,9,9,USD,2016-03-21T00:12:51Z,"Ricotta and parmesan cheese, garlic and herbs.",White Pizza (small),J & G Restaurant,6026,USD,25,40,CT
1304 N Highway 81,Mexican Restaurants,Duncan,US,us/ok/duncan/1304nhighway81/1928927617,34.519794,-97.96685,6.29,6.29,USD,"2016-05-20T13:02:56Z,2016-03-30T03:57:56Z",,Mexican Pizza,Eduardo's,73533,,0,0,OK
1304 N Highway 81,Mexican Restaurants,Duncan,US,us/ok/duncan/1304nhighway81/1928927617,34.519794,-97.96685,5.79,5.79,USD,"2016-05-20T13:02:56Z,2016-03-30T03:57:56Z",,Veggie Pizza,Eduardo's,73533,,0,0,OK
1176 Roanoke Rd,Restaurants,Daleville,US,us/va/daleville/1176roanokerd/105449836,37.40180208,-79.91159872,7.5,7.5,USD,2015-10-20T00:27:55Z,,Pizza,Bellacino's Pizza & Grinders,24083,USD,0,25,VA
1176 Roanoke Rd,Restaurants,Daleville,US,us/va/daleville/1176roanokerd/105449836,37.40180208,-79.91159872,2,2,USD,2015-10-20T00:27:55Z,"With one item, add 0.35 for each additional item",Pizza By The Slice,Bellacino's Pizza & Grinders,24083,USD,0,25,VA
1176 Roanoke Rd,Restaurants,Daleville,US,us/va/daleville/1176roanokerd/105449836,37.40180208,-79.91159872,14.99,14.99,USD,2015-10-20T00:27:55Z,"Taco meat, onions, black olives, cheddar and mozzarella cheese, taco sauce, lettuce and tomatoes",Taco Pizza,Bellacino's Pizza & Grinders,24083,USD,0,25,VA
1176 Roanoke Rd,Restaurants,Daleville,US,us/va/daleville/1176roanokerd/105449836,37.40180208,-79.91159872,13.5,13.5,USD,2015-10-20T00:27:55Z,"Mushrooms, onions, green peppers, black olives, and mozzarella cheese",Vegetarian Pizza,Bellacino's Pizza & Grinders,24083,USD,0,25,VA
263 Grand Ave,Restaurant,Falmouth,US,us/ma/falmouth/263grandave/-1422954166,41.54532139,-70.59689987,1.5,1.5,USD,2016-03-30T04:14:08Z,,Pizza Toppings,The British Beer Company,2540,USD,25,40,MA
263 Grand Ave,Restaurant,Falmouth,US,us/ma/falmouth/263grandave/-1422954166,41.54532139,-70.59689987,2.5,2.5,USD,2016-03-30T04:14:08Z,"Grilled chicken, pulled pork, bacon, pepperoni, shaved steak, extra cheese, sausage, anchovy.",Premium Pizza Toppings,The British Beer Company,2540,USD,25,40,MA
20420 Haggerty Rd,Pizza Place,Northville,US,us/mi/northville/20420haggertyrd/-599139204,42.43673068,-83.43467653,11.99,11.99,USD,2016-03-29T05:06:59Z,Large,Build Your Own Pizza,Aubree's Northville,48167,USD,25,40,MI
20420 Haggerty Rd,Pizza Place,Northville,US,us/mi/northville/20420haggertyrd/-599139204,42.43673068,-83.43467653,7.5,7.5,USD,2016-03-29T05:06:59Z,,Pizza Bloody Mary,Aubree's Northville,48167,USD,25,40,MI
20420 Haggerty Rd,Pizza Place,Northville,US,us/mi/northville/20420haggertyrd/-599139204,42.43673068,-83.43467653,7.99,7.99,USD,2016-03-29T05:06:59Z,Extra large pepperoni rolls topped with garlic butter and Parmesan cheese,Pizza Rolls,Aubree's Northville,48167,USD,25,40,MI
20420 Haggerty Rd,Pizza Place,Northville,US,us/mi/northville/20420haggertyrd/-599139204,42.43673068,-83.43467653,16.99,11.99,USD,2016-03-29T05:06:59Z,"Thin sliced prosciutto, caramelized onions and five cheese blend topped with balsamic glaze drizzle and baby arugula ribbons",Prosciutto Bistro Pizza,Aubree's Northville,48167,USD,25,40,MI
20420 Haggerty Rd,Pizza Place,Northville,US,us/mi/northville/20420haggertyrd/-599139204,42.43673068,-83.43467653,16.99,11.99,USD,2016-03-29T05:06:59Z,"Creamy ranch sauce, smoked gouda and four cheese blend topped with buffalo chicken, garnished with green onions",Smoky Buffalo Chicken Pizza,Aubree's Northville,48167,USD,25,40,MI
20420 Haggerty Rd,Pizza Place,Northville,US,us/mi/northville/20420haggertyrd/-599139204,42.43673068,-83.43467653,16.99,11.99,USD,2016-03-29T05:06:59Z,,Spicy Capicola Pizza,Aubree's Northville,48167,USD,25,40,MI
20420 Haggerty Rd,Pizza Place,Northville,US,us/mi/northville/20420haggertyrd/-599139204,42.43673068,-83.43467653,7.99,7.99,USD,2016-03-29T05:06:59Z,"Our delicious pizza rolls stuffed with spinach, feta and five cheese blend",Spinach and Feta Pizza Rolls,Aubree's Northville,48167,USD,25,40,MI
718 Culbertson Dr,Pizza Place,Oklahoma City,US,us/ok/oklahomacity/718culbertsondr/171255243,35.48628117,-97.49983419,11.49,11.49,USD,2016-06-11T20:32:53Z,,Cheese Pizza,Papa Dino's,73105,,0,0,OK
718 Culbertson Dr,Pizza Place,Oklahoma City,US,us/ok/oklahomacity/718culbertsondr/171255243,35.48628117,-97.49983419,4.49,2.99,USD,2016-06-11T20:32:53Z,"Lettuce, Onions, Pickles, Marinara Sauce and Mozzarella Cheese",Pizza Burger,Papa Dino's,73105,,0,0,OK
718 Culbertson Dr,Pizza Place,Oklahoma City,US,us/ok/oklahomacity/718culbertsondr/171255243,35.48628117,-97.49983419,4.49,4.49,USD,2016-06-11T20:32:53Z,,Pizza Roll Sub,Papa Dino's,73105,,0,0,OK
300 Harbor Blvd,Pizza,Destin,US,us/fl/destin/300harborblvd/1927665999,30.39388,-86.505,11.99,11.99,USD,2016-03-29T04:58:53Z,Create your own ask for traditional style or thin and crispy crust.,Hand Tossed Brick Oven Pizza,Land Sharks Pizza Co,32541,,0,0,FL
1100 N Shore Dr,Italian Restaurant,Detroit Lakes,US,us/mn/detroitlakes/1100nshoredr/-1750062380,46.80666899,-95.81953526,12,12,USD,2016-07-06T20:07:35Z,,Gluten Pizza,Speak Easy,56501,USD,25,40,MN
1100 N Shore Dr,Italian Restaurant,Detroit Lakes,US,us/mn/detroitlakes/1100nshoredr/-1750062380,46.80666899,-95.81953526,7,7,USD,2016-07-06T20:07:35Z,,Kids Cheese Pizza,Speak Easy,56501,USD,25,40,MN
1100 N Shore Dr,Italian Restaurant,Detroit Lakes,US,us/mn/detroitlakes/1100nshoredr/-1750062380,46.80666899,-95.81953526,20,16,USD,2016-07-06T20:07:35Z,,The Tommy Gun Breakfast Pizza,Speak Easy,56501,USD,25,40,MN
4400 Ashford Dunwoody Rd,Restaurant,Atlanta,US,us/ga/atlanta/4400ashforddunwoodyrd/-348774121,33.923769,-84.338113,5.95,5.95,USD,2016-08-12T00:00:00Z,,Cheese Flatbread Pizza,Maggiano's - Perimeter,30346,USD,0,30,GA
24330 Meadowbrook Rd,Pizza Place,Novi,US,us/mi/novi/24330meadowbrookrd/-1306455106,42.46796,-83.45518,6.99,6.99,USD,"2016-03-29T05:05:38Z,2015-11-07T12:28:12Z",,Pizza Special,Primo's Pizza,48375,,0,0,MI
3348 Genesee St,Pizza Place,Buffalo,US,us/ny/buffalo/3348geneseest/1670701308,42.92585313,-78.76125455,22.49,22.49,USD,"2016-03-23T04:04:45Z,2016-04-03T00:31:37Z",Sheet,Cheese Pizza,Macy's Place Pizzeria,14225,,0,0,NY
3348 Genesee St,Pizza Place,Buffalo,US,us/ny/buffalo/3348geneseest/1670701308,42.92585313,-78.76125455,5.99,5.99,USD,"2016-03-23T04:04:45Z,2016-04-03T00:31:37Z",,Pizza Fries,Macy's Place Pizzeria,14225,,0,0,NY
3348 Genesee St,Pizza Place,Buffalo,US,us/ny/buffalo/3348geneseest/1670701308,42.92585313,-78.76125455,11.99,4.99,USD,"2016-03-23T04:04:45Z,2016-04-03T00:31:37Z",,Pizza Logs,Macy's Place Pizzeria,14225,,0,0,NY
3348 Genesee St,Pizza Place,Buffalo,US,us/ny/buffalo/3348geneseest/1670701308,42.92585313,-78.76125455,7.99,5.49,USD,"2016-03-23T04:04:45Z,2016-04-03T00:31:37Z",,Pizza Sub,Macy's Place Pizzeria,14225,,0,0,NY
3348 Genesee St,Pizza Place,Buffalo,US,us/ny/buffalo/3348geneseest/1670701308,42.92585313,-78.76125455,32.99,12.99,USD,"2016-03-23T04:04:45Z,2016-04-03T00:31:37Z",,Taco Pizza,Macy's Place Pizzeria,14225,,0,0,NY
777 Casino Dr,Restaurant,Cherokee,US,us/nc/cherokee/777casinodr/-836624628,35.469494,-83.29855,8.95,8.95,USD,2016-04-24T00:00:00Z,"boursin, mozzarella, arugula, parmesan",Sausage Onion Jam Pizza,Brio Tuscan Grille - Cherokee - Cherokee Casino,28719,USD,0,30,NC
5996 Stetson Hills Blvd,Take Out Restaurants,Colorado Springs,US,us/cimarronhills/coloradosprings/5996stetsonhillsblvd/-1000069789,38.9106,-104.716064,6.49,6.49,USD,2017-01-21T18:01:54Z,,Cheese Pizza,Louie's Pizza,80923,,0,0,Cimarron Hills
5996 Stetson Hills Blvd,Take Out Restaurants,Colorado Springs,US,us/cimarronhills/coloradosprings/5996stetsonhillsblvd/-1000069789,38.9106,-104.716064,4.89,4.89,USD,2017-01-21T18:01:54Z,,Pizza Sub,Louie's Pizza,80923,,0,0,Cimarron Hills
5996 Stetson Hills Blvd,Take Out Restaurants,Colorado Springs,US,us/cimarronhills/coloradosprings/5996stetsonhillsblvd/-1000069789,38.9106,-104.716064,4.89,4.89,USD,2017-01-21T18:01:54Z,,Pizza Sub Deluxe,Louie's Pizza,80923,,0,0,Cimarron Hills
5996 Stetson Hills Blvd,Take Out Restaurants,Colorado Springs,US,us/cimarronhills/coloradosprings/5996stetsonhillsblvd/-1000069789,38.9106,-104.716064,4.89,4.89,USD,2017-01-21T18:01:54Z,,Pizza Sub Special,Louie's Pizza,80923,,0,0,Cimarron Hills
2959 N Oakland Ave,Food & Entertainment,Decatur,US,us/il/decatur/2959noaklandave/1949912221,39.875535,-88.973074,6.29,6.29,USD,2016-12-13T02:26:39Z,,Pizza Burger,The Round Table Cafe,62526,,0,0,IL
1150 9th St,Hotel,Modesto,US,us/ca/modesto/11509thst/-955491866,37.69745591,-121.0312787,13,13,USD,2016-06-11T02:58:01Z,"Sliced roma tomatoes, fresh mozzarella, basil, roasted garlic, laced with basil aioli",Flat Bread Pizza Margherita,Doubletree Hotel Modesto,95354,,0,0,CA
15764 S Bell Rd,Pizza Place,Homer Glen,US,us/il/homerglen/15764sbellrd/-129417901,41.60302,-87.9303734,9,9,USD,"2016-03-30T03:57:55Z,2016-06-14T02:14:45Z","Our crust is filled with sauce, cheese and spices, buttered and baked golden brown",Calabrese (pizza In A Pocket),Chesdan's Pizzeria,60491,USD,0,30,IL
1620 E Riverside Dr,Sports Bar Riverside,Austin,US,us/tx/austin/1620eriversidedr/-320650942,30.24507289,-97.73014784,10,10,USD,2016-03-24T10:22:56Z,Up to 3 toppings,Build Your Own Pizza,Draft Pick,78741,USD,0,25,TX
1620 E Riverside Dr,Sports Bar Riverside,Austin,US,us/tx/austin/1620eriversidedr/-320650942,30.24507289,-97.73014784,10,10,USD,2016-03-24T10:22:56Z,,White Pizza,Draft Pick,78741,USD,0,25,TX
42 W 35th St,American Restaurant Koreatown,New York,US,us/gpo/newyork/42w35thst/-1937024218,40.7498516,-73.9862152,15,12,USD,2016-06-14T02:39:03Z,,Margherita Pizza,Brendan's Bar & Grill,10001,USD,50,55,G P O
42 W 35th St,American Restaurant Koreatown,New York,US,us/gpo/newyork/42w35thst/-1937024218,40.7498516,-73.9862152,15,12,USD,2016-06-14T02:39:03Z,,Pepperoni Pizza,Brendan's Bar & Grill,10001,USD,50,55,G P O
42 W 35th St,American Restaurant Koreatown,New York,US,us/gpo/newyork/42w35thst/-1937024218,40.7498516,-73.9862152,15,12,USD,2016-06-14T02:39:03Z,,Traditional Pizza,Brendan's Bar & Grill,10001,USD,50,55,G P O
648 Center St,Restaurant,Manchester,US,us/ct/manchester/648centerst/1687453011,41.7748279,-72.54840466,4.95,4.95,USD,2016-06-27T14:05:33Z,,Medium Cheese Pizza,Center Pizza,6040,,0,0,CT
648 Center St,Restaurant,Manchester,US,us/ct/manchester/648centerst/1687453011,41.7748279,-72.54840466,24.99,10.99,USD,2016-06-27T14:05:33Z,,White Pizza,Center Pizza,6040,,0,0,CT
444 Railroad Ave,Italian Restaurant,Pittsburg,US,us/westpittsburg/pittsburg/444railroadave/905609856,38.03224332,-121.8839358,6,6,USD,2016-10-20T05:10:20Z,,Crooked Cheese Pizza,Laveranda Ristorante Italiano,94565,USD,25,40,West Pittsburg
444 Railroad Ave,Italian Restaurant,Pittsburg,US,us/westpittsburg/pittsburg/444railroadave/905609856,38.03224332,-121.8839358,7,7,USD,2016-10-20T05:10:20Z,,Crooked Pepperoni Pizza,Laveranda Ristorante Italiano,94565,USD,25,40,West Pittsburg
201 Whitehaven Rd,Restaurant,Grand Island,US,us/ny/grandisland/201whitehavenrd/1157144399,43.023,-78.898651,11,11,USD,2016-07-29T00:00:00Z,"grilled chicken, onion, caesar coated romaine greens",Grilled Caesar Pizza,Ellden's Grill & Banquet - River Oaks Golf Club,14072,USD,0,30,NY
201 Whitehaven Rd,Restaurant,Grand Island,US,us/ny/grandisland/201whitehavenrd/1157144399,43.023,-78.898651,10,10,USD,2016-07-29T00:00:00Z,"Roma tomato, mozzarella, basil",Grilled Margherita Pizza,Ellden's Grill & Banquet - River Oaks Golf Club,14072,USD,0,30,NY
201 Whitehaven Rd,Restaurant,Grand Island,US,us/ny/grandisland/201whitehavenrd/1157144399,43.023,-78.898651,11,11,USD,2016-07-29T00:00:00Z,"topped with red sauce, cheese and pepperoni",Grilled Pepperoni Pizza,Ellden's Grill & Banquet - River Oaks Golf Club,14072,USD,0,30,NY
3118 Pricetown Rd,American Restaurant,Fleetwood,US,us/ruscombmanortwp/fleetwood/3118pricetownrd/-305301983,40.4004445,-75.8599789,6.95,6.95,USD,2015-10-23T00:24:06Z,,Two Slices of Plain Pizza,Giannotti's Country Manor,19522,USD,25,40,Ruscombmanor Twp
115 S Black Horse Pike,Chinese Restaurants,Bellmawr,US,us/gloucestercity/bellmawr/115sblackhorsepike/-801186272,39.86513,-75.07889,1.15,1.15,USD,2016-05-03T08:40:07Z,,Pizza Roll,Yummy Yummy,8031,,0,0,Gloucester City
4 Enterprise Ave N E,Restaurants,Isanti,US,us/mn/isanti/4enterpriseavene/-319334741,45.50248,-93.2379,10.99,10.99,USD,"2016-06-11T00:28:51Z,2016-06-11T00:27:05Z",,Artisan Pizza,The Green Table,55040,,0,0,MN
6280 W Sample Rd,Pizza Place,Pompano Beach,US,us/fl/pompanobeach/6280wsamplerd/-681873180,26.2728931,-80.21054362,11.99,11.99,USD,2016-03-30T04:15:53Z,"Kalamata olives, fresh tomatoes, feta cheese, extra virgin olive oil, oregano and mozzarella (no tomato sauce)",Greek Pizza,Sal's Italian Ristorante,33067,,0,0,FL
6280 W Sample Rd,Pizza Place,Pompano Beach,US,us/fl/pompanobeach/6280wsamplerd/-681873180,26.2728931,-80.21054362,11.99,11.99,USD,2016-03-30T04:15:53Z,"Ham, bacon, pineapple, tomato souce and mozzarella cheese",Hawaiian Pizza,Sal's Italian Ristorante,33067,,0,0,FL
6280 W Sample Rd,Pizza Place,Pompano Beach,US,us/fl/pompanobeach/6280wsamplerd/-681873180,26.2728931,-80.21054362,13.99,13.99,USD,2016-03-30T04:15:53Z,"Tomato sauce, pepperoni, sausage, fresh mushrooms, green peppers, onions and double cheese",New Yorker Pizza,Sal's Italian Ristorante,33067,,0,0,FL
6280 W Sample Rd,Pizza Place,Pompano Beach,US,us/fl/pompanobeach/6280wsamplerd/-681873180,26.2728931,-80.21054362,10.99,10.99,USD,2016-03-30T04:15:53Z,"Marinara sauce, fresh basil and mozzorella cheese no substitutions",Pizza Margherita,Sal's Italian Ristorante,33067,,0,0,FL
6280 W Sample Rd,Pizza Place,Pompano Beach,US,us/fl/pompanobeach/6280wsamplerd/-681873180,26.2728931,-80.21054362,11.99,11.99,USD,2016-03-30T04:15:53Z,"Ricotta cheese, pecorino romano cheese, mozzarella cheese and fresh garlic (no tomato sauce)",White Pizza,Sal's Italian Ristorante,33067,,0,0,FL
2061 W Galena Ave,Diner and Burger Joint,Freeport,US,us/il/freeport/2061wgalenaave/-2120246521,42.30408815,-89.6527068,4.95,4.95,USD,"2016-07-31T02:01:00Z,2016-04-02T05:24:28Z",Topped with meat sauce and mozzarella cheese,Pizza Burger,Family Affair Cafe/restaurant,61032,USD,0,25,IL
72 Main St,Restaurant,Waterville,US,us/me/waterville/72mainst/803109754,44.549656,-69.63001,31.95,7.95,USD,2016-04-05T03:41:20Z,,Pizza Lasagna,Holy Cannoli,4901,,0,0,ME
244 N Court St,Pizza Place,Medina,US,us/oh/medina/244ncourtst/-500261185,41.141853,-81.863525,15.99,15.99,USD,"2016-04-05T02:09:51Z,2016-05-24T05:47:35Z",,Classic Cheese Pizza,Marco's Pizza,44256,,0,0,OH
244 N Court St,Pizza Place,Medina,US,us/oh/medina/244ncourtst/-500261185,41.141853,-81.863525,12.99,12.99,USD,"2016-04-05T02:09:51Z,2016-05-24T05:47:35Z",,Crispy Thin Cheese Pizza,Marco's Pizza,44256,,0,0,OH
244 N Court St,Pizza Place,Medina,US,us/oh/medina/244ncourtst/-500261185,41.141853,-81.863525,12.99,12.99,USD,"2016-04-05T02:09:51Z,2016-05-24T05:47:35Z",Deep pan pizza with our italian freshness,Deep Pan Pizza,Marco's Pizza,44256,,0,0,OH
244 N Court St,Pizza Place,Medina,US,us/oh/medina/244ncourtst/-500261185,41.141853,-81.863525,5.99,5.99,USD,"2016-04-05T02:09:51Z,2016-05-24T05:47:35Z","Pepperoni, cheese and sauce",Pizza Sub,Marco's Pizza,44256,,0,0,OH
244 N Court St,Pizza Place,Medina,US,us/oh/medina/244ncourtst/-500261185,41.141853,-81.863525,0.59,0.59,USD,"2016-04-05T02:09:51Z,2016-05-24T05:47:35Z",,Side of Pizza Sauce,Marco's Pizza,44256,,0,0,OH
6710 Cahill Ave,American Restaurant,Inver Grove Heights,US,us/southstpaul/invergroveheights/6710cahillave/-2147154329,44.852216,-93.043867,12.95,12.95,USD,2016-06-27T14:02:08Z,,Cheese Pizza,Drkula's 32 Bowl,55076,USD,25,40,South St Paul
6710 Cahill Ave,American Restaurant,Inver Grove Heights,US,us/southstpaul/invergroveheights/6710cahillave/-2147154329,44.852216,-93.043867,13.95,13.95,USD,2016-06-27T14:02:08Z,,Deluxe Pizza,Drkula's 32 Bowl,55076,USD,25,40,South St Paul
6710 Cahill Ave,American Restaurant,Inver Grove Heights,US,us/southstpaul/invergroveheights/6710cahillave/-2147154329,44.852216,-93.043867,13.95,13.95,USD,2016-06-27T14:02:08Z,,Meat Lovers Pizza,Drkula's 32 Bowl,55076,USD,25,40,South St Paul
6710 Cahill Ave,American Restaurant,Inver Grove Heights,US,us/southstpaul/invergroveheights/6710cahillave/-2147154329,44.852216,-93.043867,12.95,12.95,USD,2016-06-27T14:02:08Z,,Pepperoni Pizza,Drkula's 32 Bowl,55076,USD,25,40,South St Paul
6710 Cahill Ave,American Restaurant,Inver Grove Heights,US,us/southstpaul/invergroveheights/6710cahillave/-2147154329,44.852216,-93.043867,12.95,12.95,USD,2016-06-27T14:02:08Z,,Sausage Pizza,Drkula's 32 Bowl,55076,USD,25,40,South St Paul
1407 E Main St,Pizza Place,Cherryville,US,us/nc/cherryville/1407emainst/572757474,35.3848068,-81.361131,20.99,20.99,USD,"2016-04-08T09:35:58Z,2016-07-31T20:09:38Z",,Add To Large Pizzas,Papa John's Pizza,28021,USD,0,25,NC
1407 E Main St,Pizza Place,Cherryville,US,us/nc/cherryville/1407emainst/572757474,35.3848068,-81.361131,12,12,USD,"2016-04-08T09:35:58Z,2016-07-31T20:09:38Z","With up to 5 toppings, including specialties",Any Large Pizza,Papa John's Pizza,28021,USD,0,25,NC
1407 E Main St,Pizza Place,Cherryville,US,us/nc/cherryville/1407emainst/572757474,35.3848068,-81.361131,21,21,USD,"2016-04-08T09:35:58Z,2016-07-31T20:09:38Z",Three medium three topping pizzas,Medium Pizza Offers,Papa John's Pizza,28021,USD,0,25,NC
1114 N State Road 7,Pizza Place,Broward County,US,us/fl/browardcounty/1114nstateroad7/376928523,26.02005359,-80.2082473,4.95,4.95,USD,"2016-11-19T22:57:01Z,2016-03-21T00:30:39Z",,Individual Cheese Pizza,Villa Rose Pizza,,USD,0,25,FL
800 Nicollet Mall,Pizza Place,Minneapolis,US,us/mn/minneapolis/800nicolletmall/-1208785553,44.97594,-93.27306,6.99,6.99,USD,2016-03-27T05:37:34Z,With Alfredo sauce.,Cheese Pizza,Mama's Bakery Pizza & Salad Bar,55402,,0,0,MN
Thames St,Department Store,Newport,US,us/ri/newport/thamesst/-1077091362,41.48882,-71.3152813,3.99,3.99,USD,2016-07-20T20:55:00Z,"Mozzarella, parmigiano, ricotto, Italian fontina and fresh basil",All White Pizza,Life Is Good Store,2840,,0,0,RI
Thames St,Department Store,Newport,US,us/ri/newport/thamesst/-1077091362,41.48882,-71.3152813,3.99,3.99,USD,2016-07-20T20:55:00Z,"Tomato sauce, mozzarella, ham and pineapple",Hawaiian Pizza,Life Is Good Store,2840,,0,0,RI
Thames St,Department Store,Newport,US,us/ri/newport/thamesst/-1077091362,41.48882,-71.3152813,3.99,3.99,USD,2016-07-20T20:55:00Z,"Tomato sauce, mozzarella, fontina, parmigiano, garlic, basil, ground beef, ricotto",Lasagna Pizza,Life Is Good Store,2840,,0,0,RI
Thames St,Department Store,Newport,US,us/ri/newport/thamesst/-1077091362,41.48882,-71.3152813,16.45,16.45,USD,2016-07-20T20:55:00Z,,Lobster Pizza,Life Is Good Store,2840,,0,0,RI
1664 Indian Hill Blvd,Pizza Place,Pomona,US,us/ca/pomona/1664indianhillblvd/1189959985,34.075314,-117.719186,5,5,USD,"2016-03-21T00:09:14Z,2016-05-06T01:38:58Z",Large cheese pizza,Large Cheese Pizza,Piara Pizza,91767,,0,0,CA
1664 Indian Hill Blvd,Pizza Place,Pomona,US,us/ca/pomona/1664indianhillblvd/1189959985,34.075314,-117.719186,8.5,8.5,USD,"2016-03-21T00:09:14Z,2016-05-06T01:38:58Z",Ham and pineapple,Large Hawaiian Pizza,Piara Pizza,91767,,0,0,CA
1664 Indian Hill Blvd,Pizza Place,Pomona,US,us/ca/pomona/1664indianhillblvd/1189959985,34.075314,-117.719186,11.99,11.99,USD,"2016-03-21T00:09:14Z,2016-05-06T01:38:58Z","Pepperoni, ham, bacon and Italian sausage",Large Meatlover Pizza,Piara Pizza,91767,,0,0,CA
1664 Indian Hill Blvd,Pizza Place,Pomona,US,us/ca/pomona/1664indianhillblvd/1189959985,34.075314,-117.719186,5,5,USD,"2016-03-21T00:09:14Z,2016-05-06T01:38:58Z",Large one topping pepperoni pizza,Large Pepperoni Pizza,Piara Pizza,91767,,0,0,CA
1664 Indian Hill Blvd,Pizza Place,Pomona,US,us/ca/pomona/1664indianhillblvd/1189959985,34.075314,-117.719186,11.99,11.99,USD,"2016-03-21T00:09:14Z,2016-05-06T01:38:58Z","Pepperoni mushrooms, green pepper onions, Italian sausage, black olives",Large Supreme Pizza,Piara Pizza,91767,,0,0,CA
1664 Indian Hill Blvd,Pizza Place,Pomona,US,us/ca/pomona/1664indianhillblvd/1189959985,34.075314,-117.719186,11.99,11.99,USD,"2016-03-21T00:09:14Z,2016-05-06T01:38:58Z","Mushrooms, green pepper, onions black olives, tomatoes",Large Veggie Pizza,Piara Pizza,91767,,0,0,CA
3910 Schofield Ave,Pizza Place,Schofield,US,us/wi/schofield/3910schofieldave/-500261185,44.9,-89.57,15.99,15.99,USD,2016-04-08T09:05:06Z,,Classic Cheese Pizza,Marcos Pizza,54476,,0,0,WI
3910 Schofield Ave,Pizza Place,Schofield,US,us/wi/schofield/3910schofieldave/-500261185,44.9,-89.57,12.99,12.99,USD,2016-04-08T09:05:06Z,,Crispy Thin Cheese Pizza,Marcos Pizza,54476,,0,0,WI
3910 Schofield Ave,Pizza Place,Schofield,US,us/wi/schofield/3910schofieldave/-500261185,44.9,-89.57,12.99,12.99,USD,2016-04-08T09:05:06Z,Deep pan pizza with our italian freshness,Deep Pan Pizza,Marcos Pizza,54476,,0,0,WI
3910 Schofield Ave,Pizza Place,Schofield,US,us/wi/schofield/3910schofieldave/-500261185,44.9,-89.57,5.99,5.99,USD,2016-04-08T09:05:06Z,"Pepperoni, cheese and sauce",Pizza Sub,Marcos Pizza,54476,,0,0,WI
3910 Schofield Ave,Pizza Place,Schofield,US,us/wi/schofield/3910schofieldave/-500261185,44.9,-89.57,0.59,0.59,USD,2016-04-08T09:05:06Z,,Side of Pizza Sauce,Marcos Pizza,54476,,0,0,WI
791 Us 1,Pizza Place,Yarmouth,US,us/me/yarmouth/791us1/-47278504,43.80368596,-70.17718792,7.9,7.9,USD,"2015-10-23T02:31:05Z,2016-04-03T00:14:43Z",,Chicken Fajita Pizza,Pat's Pizza,4096,USD,0,25,ME
791 Us 1,Pizza Place,Yarmouth,US,us/me/yarmouth/791us1/-47278504,43.80368596,-70.17718792,2.99,2.99,USD,"2015-10-23T02:31:05Z,2016-04-03T00:14:43Z",,Pizza Sticks,Pat's Pizza,4096,USD,0,25,ME
3207 N Pleasantburg Dr,Mexican Restaurants,Greenville,US,us/sc/greenville/3207npleasantburgdr/-1504547538,34.889225,-82.39943,11.25,11.25,USD,2016-09-19T17:36:44Z,,Mexican Pizza,Puerto Vallarta Mexican Restaurant,29609,,0,0,SC
7102 Woodlawn Ave N E,Restaurant,Seattle,US,us/wedgwood/seattle/7102woodlawnavene/-1320275639,47.679895,-122.324532,7,7,USD,2016-08-22T00:00:00Z,,Margherita Pizza 6 Calamari Fritti,Lucia of Greenlake,98115,USD,0,30,Wedgwood
100 N White Mountain Rd,Restaurant,Show Low,US,us/az/showlow/100nwhitemountainrd/-1637897342,34.24872,-110.02836,5.75,5.75,USD,2016-03-02T11:50:40Z,,Mini Pizza One Topping,Pizza Factory,85901,,0,0,AZ
